"","blueWins","blueWardsPlaced","blueWardsDestroyed","blueFirstBlood","blueKills","blueDeaths","blueAssists","blueEliteMonsters","blueDragons","blueHeralds","blueTowersDestroyed","blueAvgLevel","blueTotalExperience","blueTotalJungleMinionsKilled","blueGoldDiff","blueExperienceDiff","blueCSPerMin","blueGoldPerMin","redWardsPlaced","redWardsDestroyed","redAssists","redEliteMonsters","redDragons","redHeralds","redTowersDestroyed","redAvgLevel","redTotalExperience","redTotalJungleMinionsKilled","redCSPerMin","redGoldPerMin"
"7958","0",14,0,"1",6,4,5,1,"1","0","0",6.8,17592,44,32,822,21.1,1607.3,19,3,8,1,"0","1","0",6.2,16770,44,20.7,1604.1
"7959","1",18,4,"1",4,1,6,1,"1","0","0",7.2,18932,61,1306,431,24.8,1644.8,14,3,2,0,"0","0","0",7,18501,64,26.2,1514.2
"7960","1",17,6,"1",12,8,12,1,"1","0","0",7,18407,51,1618,514,20.3,1882.1,24,3,7,1,"0","1","0",7.2,17893,49,18.1,1720.3
"7961","0",53,1,"0",6,10,6,1,"0","1","0",6.8,17138,50,-2854,-2798,19.3,1548.5,13,2,9,0,"0","0","0",7.4,19936,52,22.5,1833.9
"7962","0",16,2,"1",5,9,3,1,"1","0","0",6.6,16869,44,-1417,860,20.4,1512.9,15,1,14,0,"0","0","0",6.6,16009,36,18.2,1654.6
"7963","1",47,0,"1",5,3,7,0,"0","0","0",6.8,17600,48,1320,-178,20.5,1632.9,12,3,4,0,"0","0","0",6.8,17778,48,21.8,1500.9
"7964","1",15,5,"1",6,1,5,0,"0","0","0",7.2,19976,64,2954,3730,26.3,1680.7,11,0,1,1,"1","0","0",6.6,16246,80,17.7,1385.3
"7965","1",19,5,"0",11,10,21,0,"0","0","0",7,18408,44,2460,498,23.4,2033,22,3,24,1,"1","0","0",6.8,17910,60,20.5,1787
"7966","1",129,17,"0",6,6,6,1,"1","0","0",6.8,17512,58,132,-28,18.5,1666.6,47,1,6,0,"0","0","0",6.8,17540,40,23.7,1653.4
"7967","1",23,4,"1",7,5,6,1,"1","0","0",6.8,17723,40,2276,1630,24.7,1694.6,15,6,7,0,"0","0","0",6.4,16093,29,19.4,1467
"7968","1",29,1,"1",7,4,6,0,"0","0","0",7.4,19169,52,1586,2622,24.7,1702.8,17,1,4,1,"1","0","0",6.6,16547,55,21.4,1544.2
"7969","0",15,13,"0",5,5,7,1,"0","1","0",7.4,19183,55,-418,60,24,1668.6,43,2,3,1,"1","0","0",7.2,19123,58,27.3,1710.4
"7970","1",16,4,"0",4,6,2,1,"1","0","0",6.8,16922,44,-1449,-539,22.3,1499.3,19,6,6,0,"0","0","0",6.8,17461,40,25.5,1644.2
"7971","1",18,2,"0",3,1,4,0,"0","0","0",7,17393,49,-663,-413,20.1,1465.4,11,2,2,1,"1","0","0",6.8,17806,58,24.8,1531.7
"7972","1",15,2,"0",3,3,6,0,"0","0","0",6.8,17440,36,-339,-1529,23.2,1557,20,3,1,2,"1","1","0",7.2,18969,60,24.4,1590.9
"7973","1",17,8,"0",8,8,11,0,"0","0","0",7,18476,44,-597,-1198,21.6,1717.8,21,3,6,0,"0","0","0",7.4,19674,52,25.3,1777.5
"7974","0",14,6,"0",1,7,2,0,"0","0","0",6.8,17362,46,-2671,-1258,22.2,1433.3,14,2,6,1,"1","0","0",6.8,18620,51,22.4,1700.4
"7975","0",17,4,"0",1,10,1,0,"0","0","0",6.8,17152,52,-2889,-2882,24.4,1445.3,21,2,6,1,"1","0","0",7.2,20034,55,21.6,1734.2
"7976","1",22,1,"0",3,7,2,1,"0","1","0",6.8,17831,48,-1111,679,23.8,1593.2,8,1,7,1,"1","0","0",6.8,17152,44,19.1,1704.3
"7977","0",25,4,"0",3,6,1,0,"0","0","0",7,18480,66,-1972,-717,22.6,1510.1,16,3,4,1,"1","0","0",7.2,19197,64,26.3,1707.3
"7978","0",12,3,"0",6,4,9,0,"0","0","0",7,18812,60,1457,715,21.6,1662.8,14,1,4,1,"1","0","0",7.2,18097,40,20.8,1517.1
"7979","0",17,2,"0",4,9,2,2,"1","1","0",6.6,16588,48,-2566,-2224,21.7,1499.7,14,4,9,0,"0","0","0",7.2,18812,48,21.6,1756.3
"7980","1",15,4,"1",10,8,7,1,"0","1","0",7,18757,53,563,442,23.3,1766.4,13,4,6,0,"0","0","0",7,18315,39,21.9,1710.1
"7981","1",14,4,"0",4,10,4,1,"1","0","0",6.8,17691,49,-2924,-1587,21.1,1508.2,14,0,6,0,"0","0","0",7.4,19278,62,21.6,1800.6
"7982","0",12,2,"0",8,12,5,1,"1","0","0",6.8,18163,48,-2935,-1462,21.4,1696.4,15,2,15,0,"0","0","0",7.4,19625,59,23.5,1989.9
"7983","1",15,4,"0",7,4,9,0,"0","0","0",6.8,17880,40,1671,1072,22.8,1699.9,18,4,6,1,"1","0","0",6.4,16808,55,20.6,1532.8
"7984","1",17,5,"1",6,6,6,0,"0","0","0",6.6,17333,44,282,399,22,1662.1,19,2,8,0,"0","0","0",6.8,16934,53,21.6,1633.9
"7985","1",37,1,"0",9,11,8,1,"1","0","0",6.6,17118,36,-896,-661,17.9,1706,16,15,14,0,"0","0","0",7,17779,52,20,1795.6
"7986","0",19,6,"1",3,7,5,1,"1","0","0",6.6,15950,52,-2993,-2494,20.2,1475.8,16,4,12,1,"0","1","1",7,18444,39,21.5,1775.1
"7987","1",17,4,"1",8,4,11,1,"1","0","0",7,18326,52,1810,1012,20.4,1711.7,19,4,6,0,"0","0","0",6.6,17314,44,21.1,1530.7
"7988","1",37,4,"0",6,10,6,0,"0","0","0",7,17648,49,-2461,-1828,20.4,1641.3,16,4,13,1,"1","0","0",7.4,19476,64,22.3,1887.4
"7989","0",16,2,"0",3,6,5,0,"0","0","0",6.4,15930,40,-1620,-1431,20.9,1444.8,17,2,10,1,"0","1","0",6.8,17361,51,20.4,1606.8
"7990","1",15,3,"1",5,1,4,0,"0","0","0",7.2,18893,48,2375,2688,24.7,1677.8,37,1,0,0,"0","0","0",6.6,16205,60,23.5,1440.3
"7991","0",19,1,"0",2,1,3,1,"1","0","0",6.8,18008,47,-618,-413,24.4,1449.4,38,4,2,0,"0","0","0",6.8,18421,60,24.7,1511.2
"7992","1",17,2,"1",9,6,13,0,"0","0","0",7.4,19241,48,2253,2082,22.6,1826.7,16,2,7,0,"0","0","0",6.8,17159,55,17.8,1601.4
"7993","0",85,0,"1",6,2,6,1,"1","0","0",7,18417,50,2821,2754,20.8,1644,12,1,2,0,"0","0","0",6.2,15663,46,20.3,1361.9
"7994","1",16,0,"0",8,5,8,2,"1","1","0",7.2,19016,60,1716,1837,21.2,1739,15,1,8,0,"0","0","0",6.8,17179,36,22.6,1567.4
"7995","1",16,4,"1",6,7,6,0,"0","0","0",7.2,18588,60,501,-495,23.5,1703.5,14,3,4,0,"0","0","0",7,19083,60,20.7,1653.4
"7996","0",18,2,"1",11,16,19,0,"0","0","0",6.4,15293,32,-2830,-2212,15.6,1719.8,17,3,24,1,"1","0","0",6.8,17505,46,17.4,2002.8
"7997","1",26,3,"1",10,2,10,1,"0","1","0",6.8,18040,42,3140,1824,21,1743,18,6,2,0,"0","0","0",6.8,16216,48,22.8,1429
"7998","0",15,4,"1",4,6,4,1,"0","1","0",7,16960,40,-1152,-1535,21.7,1532,49,6,5,1,"1","0","0",7,18495,56,22.5,1647.2
"7999","0",19,7,"0",3,4,5,0,"0","0","0",6.8,17612,48,-704,-193,24.3,1534.7,14,2,3,1,"1","0","0",6.8,17805,60,22,1605.1
"8000","1",14,2,"1",12,6,11,0,"0","0","0",7,19391,36,2621,2483,19.9,1800.2,12,0,5,0,"0","0","0",6.8,16908,44,19.5,1538.1
"8001","0",13,1,"0",11,16,10,0,"0","0","0",6.8,16538,44,-2529,-1607,17.1,1790.1,17,2,17,1,"0","1","0",7,18145,36,20.5,2043
"8002","0",15,3,"0",3,4,1,0,"0","0","0",7,18034,50,-1099,-396,19.7,1420.5,12,3,4,1,"1","0","0",7,18430,43,23.6,1530.4
"8003","0",12,3,"0",4,6,1,0,"0","0","0",6,14954,28,-3147,-3323,17.8,1377.2,22,1,6,1,"0","1","0",7,18277,52,22.3,1691.9
"8004","1",21,6,"1",6,1,7,1,"1","0","0",7.2,19272,80,3142,2037,23.7,1723.1,18,0,1,0,"0","0","0",6.8,17235,44,24.5,1408.9
"8005","0",17,2,"0",6,8,6,0,"0","0","0",7.2,19337,42,-1231,496,23.3,1598.3,13,2,11,0,"0","0","0",7.4,18841,52,20.1,1721.4
"8006","0",13,1,"1",2,4,2,0,"0","0","0",6.8,18301,41,-1991,-1055,24.1,1465.1,15,1,4,0,"0","0","0",7.2,19356,78,24.8,1664.2
"8007","1",20,3,"1",11,1,13,1,"1","0","1",7.4,20433,38,4250,3916,23.1,1878.9,17,0,1,0,"0","0","0",6.4,16517,57,22.3,1453.9
"8008","0",13,1,"0",6,12,3,0,"0","0","0",6.6,16784,28,-3683,-3420,21.3,1548.5,34,3,13,2,"1","1","0",7.4,20204,63,20.9,1916.8
"8009","1",66,2,"1",10,3,11,1,"0","1","0",7,18842,51,3313,1465,21.2,1799.2,13,0,4,1,"1","0","0",6.8,17377,52,21.7,1467.9
"8010","1",22,4,"1",10,8,17,1,"1","0","0",7.2,18186,53,2117,180,19.7,1882.8,16,4,8,1,"0","1","0",6.8,18006,47,20.9,1671.1
"8011","0",13,2,"1",3,9,3,0,"0","0","0",6.6,17124,48,-3268,-3888,21.2,1479.7,13,2,6,1,"1","0","0",7.6,21012,80,21.8,1806.5
"8012","1",16,0,"0",4,7,5,1,"1","0","0",7,17843,56,-629,-209,22.8,1552.4,24,1,7,0,"0","0","0",6.8,18052,55,19.2,1615.3
"8013","1",18,1,"1",10,4,6,2,"1","1","0",7.6,20765,68,3184,3874,23.4,1828.8,14,1,5,0,"0","0","0",6.8,16891,54,20.9,1510.4
"8014","0",50,2,"0",5,8,2,0,"0","0","0",7,18344,84,-890,-1261,22.2,1630.4,15,2,5,2,"1","1","0",7.4,19605,52,21.8,1719.4
"8015","0",48,4,"0",5,10,8,1,"1","0","0",6.2,15389,24,-4646,-3186,20.1,1497.4,14,3,17,0,"0","0","1",7.2,18575,64,20.1,1962
"8016","0",17,16,"1",4,2,4,0,"0","0","0",7,18693,43,1937,1019,25.6,1659.8,46,8,1,1,"1","0","0",6.8,17674,41,23.9,1466.1
"8017","1",16,3,"1",5,5,7,0,"0","0","0",6.8,16349,55,15,-2108,18.9,1527.3,24,3,6,1,"1","0","0",7,18457,54,21.6,1525.8
"8018","0",10,3,"1",4,5,2,0,"0","0","0",7.2,18510,55,-44,673,22.2,1551.5,15,0,4,0,"0","0","0",6.8,17837,56,21.8,1555.9
"8019","0",15,3,"1",4,0,2,0,"0","0","0",6.8,19005,62,3133,2377,22,1602.4,14,2,0,0,"0","0","0",6.6,16628,44,20.6,1289.1
"8020","0",16,5,"1",4,8,7,0,"0","0","0",7,17592,60,-2450,-2260,22.5,1566.7,14,3,14,1,"1","0","0",7.6,19852,60,25.2,1811.7
"8021","1",16,11,"0",9,7,5,0,"0","0","0",7.4,19111,60,1309,657,22.6,1845.1,43,2,5,0,"0","0","0",6.8,18454,44,20.6,1714.2
"8022","0",15,2,"0",8,9,5,0,"0","0","0",6.8,17998,59,-994,266,19.8,1635.5,16,4,9,1,"1","0","0",6.8,17732,40,20.2,1734.9
"8023","0",13,4,"1",4,12,3,1,"0","1","0",6.6,15933,48,-4199,-3415,19.8,1514,23,2,11,0,"0","0","1",7.2,19348,40,22.1,1933.9
"8024","0",56,1,"1",2,1,4,0,"0","0","0",7,18468,69,1684,1773,25.8,1575.5,16,3,1,0,"0","0","0",6.8,16695,56,21.2,1407.1
"8025","1",19,3,"0",6,6,7,0,"0","0","0",7,18040,45,95,772,21.2,1630.2,15,6,7,1,"1","0","0",6.8,17268,46,20.5,1620.7
"8026","0",38,1,"0",2,7,3,0,"0","0","0",6.8,16773,48,-3453,-2582,17.3,1382.5,15,0,4,0,"0","0","0",7.4,19355,48,23.7,1727.8
"8027","0",21,4,"1",5,2,5,1,"1","0","0",7,18895,64,2432,1875,22.9,1672.4,17,0,3,0,"0","0","0",6.6,17020,44,22.1,1429.2
"8028","1",15,4,"1",9,2,11,0,"0","0","0",7.4,19414,51,2680,1700,24.8,1844.2,19,3,1,2,"1","1","0",7,17714,52,24,1576.2
"8029","0",16,2,"1",8,13,4,0,"0","0","0",7.2,18223,55,-4178,-1302,21.7,1700.8,12,4,13,1,"1","0","1",7.4,19525,40,21.9,2118.6
"8030","1",20,1,"0",5,3,4,1,"1","0","0",7,18334,52,897,806,24.9,1651.3,12,4,5,0,"0","0","0",6.8,17528,76,20.1,1561.6
"8031","0",26,3,"0",4,6,5,0,"0","0","0",7,18372,52,-1232,-1020,24.2,1555.4,16,1,5,1,"1","0","0",7.4,19392,52,23,1678.6
"8032","1",12,1,"0",5,9,5,0,"0","0","0",7,17541,40,-4112,-2493,21.5,1540,16,1,9,0,"0","0","0",7.4,20034,72,21.9,1951.2
"8033","1",15,16,"1",10,7,11,1,"1","0","0",7,18439,47,2514,1416,24.2,1905.2,38,2,11,0,"0","0","0",6.6,17023,48,19.7,1653.8
"8034","0",16,5,"1",6,12,8,1,"1","0","0",6.6,16635,36,-2088,-2153,19.8,1603.9,27,6,15,0,"0","0","0",7,18788,48,20.1,1812.7
"8035","0",19,0,"1",6,8,5,1,"1","0","0",7,18357,48,-414,-601,23.3,1709.3,165,1,7,0,"0","0","0",7.2,18958,48,24.3,1750.7
"8036","0",53,5,"0",4,11,3,0,"0","0","0",6.8,16864,44,-3368,-3384,20.7,1544,17,1,17,0,"0","0","0",7.4,20248,68,21.6,1880.8
"8037","1",15,3,"0",4,7,2,0,"0","0","0",6.8,18141,56,-539,723,21.4,1554.7,15,2,6,1,"1","0","0",7,17418,43,20.7,1608.6
"8038","0",45,3,"1",7,6,10,0,"0","0","0",6.8,16968,56,495,21,19,1627.5,20,0,10,0,"0","0","0",6.8,16947,48,19.7,1578
"8039","1",13,1,"1",7,5,9,1,"1","0","0",7,19004,64,1794,927,20.4,1762.7,11,1,7,0,"0","0","0",7,18077,64,19.4,1583.3
"8040","0",60,3,"0",7,4,10,1,"1","0","0",7,18150,51,1459,970,22.1,1664.1,14,2,2,0,"0","0","0",6.8,17180,52,21,1518.2
"8041","1",17,5,"0",6,1,12,1,"1","0","0",6.8,17605,51,685,333,19.4,1600.9,17,1,0,0,"0","0","0",6.6,17272,72,25.2,1532.4
"8042","0",15,2,"1",4,3,4,1,"1","0","0",6.8,16558,58,-782,-1431,21.1,1501,16,4,3,0,"0","0","0",7,17989,54,24.8,1579.2
"8043","1",48,0,"0",4,5,6,1,"1","0","0",7,18868,72,-876,389,19.5,1596.9,13,2,9,0,"0","0","0",7,18479,63,22.8,1684.5
"8044","0",15,1,"1",2,3,6,0,"0","0","0",7.2,17469,56,-302,-646,23.2,1500.7,33,1,3,0,"0","0","0",6.8,18115,56,24.8,1530.9
"8045","0",17,1,"1",3,8,3,0,"0","0","0",6.4,15036,44,-4235,-4926,20.8,1449.4,14,4,4,1,"1","0","1",7.4,19962,74,25.4,1872.9
"8046","1",16,3,"0",6,6,4,1,"0","1","0",7,18349,36,-316,63,22,1657.6,17,4,5,0,"0","0","0",7,18286,50,21.4,1689.2
"8047","0",12,1,"0",7,10,8,0,"0","0","0",7,18524,42,-2362,79,20.4,1657.5,230,1,9,0,"0","0","0",7,18445,44,24.7,1893.7
"8048","0",20,1,"1",12,4,14,2,"1","1","0",7.2,19966,66,3708,2901,22.5,1933.9,83,3,3,0,"0","0","0",6.8,17065,60,20.3,1563.1
"8049","1",18,1,"0",6,6,7,1,"1","0","0",7,19387,64,-258,569,20.6,1662.1,14,2,10,0,"0","0","0",7.2,18818,68,22.5,1687.9
"8050","0",37,3,"0",1,6,1,1,"0","1","0",6.8,17611,48,-2634,-1282,23.5,1430.8,19,3,9,1,"1","0","0",7.4,18893,66,24.7,1694.2
"8051","0",16,0,"1",6,11,5,0,"0","0","0",6.6,16025,31,-3709,-4015,18.8,1516.5,14,4,8,1,"1","0","0",7.2,20040,68,22.7,1887.4
"8052","0",15,7,"0",11,3,14,0,"0","0","0",7.6,20402,52,4074,3921,20.2,1875.4,34,1,6,1,"1","0","0",6.8,16481,44,20,1468
"8053","0",152,4,"0",7,6,6,1,"1","0","0",7.2,18459,60,-26,989,23.3,1660.8,15,2,7,0,"0","0","0",6.8,17470,52,20.3,1663.4
"8054","0",44,1,"1",7,4,6,1,"1","0","0",7,18026,62,143,713,17.2,1637.5,16,2,3,1,"0","1","0",6.6,17313,54,21.7,1623.2
"8055","1",18,1,"0",5,6,6,1,"0","1","0",7,17964,44,-155,-47,20.7,1598.7,12,4,6,0,"0","0","0",7,18011,39,23.1,1614.2
"8056","0",17,4,"0",8,5,9,1,"1","0","0",7.4,19345,56,302,1420,21.7,1702.7,18,5,7,1,"0","1","0",7,17925,44,23.7,1672.5
"8057","0",16,2,"0",5,8,7,0,"0","0","0",6.4,16350,40,-1615,-1393,21.6,1588.5,16,1,10,2,"1","1","0",6.8,17743,52,22.1,1750
"8058","0",16,1,"1",3,2,1,1,"1","0","0",7,18724,60,1443,-453,24.1,1623.8,20,2,2,0,"0","0","0",7.2,19177,68,21.5,1479.5
"8059","0",16,7,"1",6,7,9,0,"0","0","0",7.2,17640,60,-1446,-965,21.8,1677.8,21,2,10,2,"1","1","1",7,18605,39,23.4,1822.4
"8060","0",12,0,"0",7,7,2,0,"0","0","0",7.2,19168,69,341,-352,21.6,1700.4,35,1,4,1,"1","0","0",7.2,19520,47,20.7,1666.3
"8061","1",23,3,"1",12,8,10,0,"0","0","0",6.8,17036,40,-120,-393,18.4,1766.8,15,3,8,0,"0","0","0",6.8,17429,36,19.4,1778.8
"8062","1",15,2,"0",7,3,8,1,"1","0","0",7,18131,48,566,-528,22.5,1638.9,16,3,5,1,"0","1","0",7.2,18659,48,26.1,1582.3
"8063","1",11,0,"1",9,7,13,0,"0","0","0",6.4,15960,39,166,-1644,18.8,1725.2,16,3,8,1,"1","0","0",7,17604,54,19.2,1708.6
"8064","1",20,3,"1",7,6,12,1,"1","0","1",6.8,16635,44,-49,-1803,19.5,1785.4,17,3,6,1,"0","1","1",6.8,18438,56,23.8,1790.3
"8065","0",15,3,"0",4,8,6,0,"0","0","0",6.8,17309,47,-2661,-3190,21.8,1543.1,106,5,9,2,"1","1","0",7.2,20499,63,26,1809.2
"8066","0",14,1,"1",2,5,2,0,"0","0","0",7,17710,60,-1522,-1437,22.4,1498.5,14,2,5,1,"1","0","0",7.2,19147,56,25.3,1650.7
"8067","1",17,2,"1",2,3,4,0,"0","0","0",6.8,18674,83,1060,1708,23.7,1600.8,15,1,5,1,"1","0","0",6.8,16966,53,21.1,1494.8
"8068","1",17,4,"0",9,4,6,1,"0","1","1",7.2,19052,48,4043,1803,24.7,1966.3,15,0,5,0,"0","0","0",6.8,17249,51,21.4,1562
"8069","1",15,5,"1",7,1,10,1,"1","0","0",7.2,19942,55,2699,2575,23.5,1693.2,53,5,1,0,"0","0","0",6.8,17367,52,24.2,1423.3
"8070","1",42,4,"0",8,6,9,0,"0","0","0",7.2,18824,51,843,1776,21.2,1702.6,19,4,2,1,"1","0","0",7,17048,36,22,1618.3
"8071","1",18,7,"1",9,5,7,1,"1","0","0",7.4,20184,39,2193,2957,26.7,1780.3,17,4,4,0,"0","0","0",6.8,17227,44,20.7,1561
"8072","1",26,5,"1",5,3,5,1,"1","0","0",7,18842,55,-18,788,23.4,1558.2,37,2,7,0,"0","0","0",7,18054,67,20.2,1560
"8073","1",15,0,"0",2,4,3,0,"0","0","0",6.8,16826,50,-1352,-2339,21.9,1480.8,14,3,5,0,"0","0","0",7.4,19165,51,25.7,1616
"8074","0",16,1,"1",7,9,8,1,"1","0","0",6.6,16957,44,-1736,-2692,20.7,1649.7,14,1,7,0,"0","0","0",7.2,19649,48,24.6,1823.3
"8075","1",14,2,"1",5,6,7,0,"0","0","0",7,18377,59,171,42,24,1650.3,48,1,10,1,"1","0","0",7,18335,54,23.2,1633.2
"8076","0",14,1,"1",4,6,5,0,"0","0","0",7,18255,52,-1711,-1406,22,1552.2,9,2,6,1,"1","0","0",7.4,19661,68,23.9,1723.3
"8077","0",38,2,"0",9,15,9,0,"0","0","0",6.8,17227,42,-2793,-3416,18.3,1737.1,15,3,12,0,"0","0","0",7.6,20643,42,22.8,2016.4
"8078","0",128,3,"1",8,7,8,1,"1","0","0",7.2,19150,50,1549,1179,23.2,1772,12,1,4,1,"0","1","0",7,17971,34,21.2,1617.1
"8079","1",14,0,"1",8,5,7,1,"1","0","0",7.2,19233,64,2565,1634,24.5,1798.1,14,1,3,0,"0","0","0",6.6,17599,48,19.9,1541.6
"8080","0",20,2,"1",5,3,12,2,"1","1","0",6.8,16903,48,-174,-70,16,1522.9,16,4,2,0,"0","0","0",6.6,16973,40,23.5,1540.3
"8081","0",73,2,"1",5,7,5,1,"0","1","0",7,18524,62,-1029,754,20.1,1642.5,108,1,11,1,"1","0","0",6.8,17770,44,22.5,1745.4
"8082","0",18,0,"1",4,2,7,1,"1","0","0",6.8,17238,52,785,-350,20.9,1579,67,0,3,0,"0","0","0",7,17588,59,24.1,1500.5
"8083","1",50,5,"1",4,0,6,0,"0","0","0",7.2,19573,74,3652,1943,23.7,1733.9,17,1,0,1,"1","0","0",6.8,17630,68,21.7,1368.7
"8084","0",18,4,"1",4,4,7,0,"0","0","0",7,18146,60,995,-458,22.9,1648.7,16,3,2,0,"0","0","0",7,18604,56,23,1549.2
"8085","1",17,6,"1",9,2,10,0,"0","0","0",7.2,18511,37,3703,3118,22.4,1792.2,17,4,4,0,"0","0","0",6.2,15393,40,20.6,1421.9
"8086","0",18,3,"1",6,7,3,2,"1","1","0",6.8,18459,55,-74,-482,23.6,1677.8,34,3,10,0,"0","0","0",7,18941,60,21.2,1685.2
"8087","1",14,0,"1",8,8,8,2,"1","1","0",6.8,18462,76,719,387,20.4,1806.8,11,2,8,0,"0","0","0",6.8,18075,51,20.3,1734.9
"8088","1",20,5,"1",8,5,11,1,"1","0","0",7,17659,46,1074,52,22.9,1736.6,18,5,3,0,"0","0","0",6.8,17607,34,24.5,1629.2
"8089","1",15,1,"0",2,8,1,1,"0","1","0",6.8,17616,58,-3259,-1311,22.9,1504.1,19,3,13,1,"1","0","0",7,18927,56,24.9,1830
"8090","0",13,5,"1",5,10,7,0,"0","0","0",6.8,16444,41,-3704,-4361,19.7,1513.5,38,4,12,1,"1","0","0",7.6,20805,72,24.4,1883.9
"8091","0",12,2,"0",6,13,10,1,"0","1","0",6.6,16509,52,-2772,-2957,21.8,1608.3,15,5,11,1,"1","0","0",7.2,19466,52,20.7,1885.5
"8092","1",58,2,"1",8,4,7,1,"1","0","0",7,19285,61,2322,1048,22.3,1744.6,14,0,1,0,"0","0","0",6.8,18237,56,22.2,1512.4
"8093","0",16,6,"0",2,7,1,0,"0","0","0",7,17853,40,-3304,-1505,24.3,1428.4,20,3,8,1,"1","0","0",7.2,19358,67,23.7,1758.8
"8094","1",21,2,"1",8,7,9,0,"0","0","0",7.2,19364,56,1393,1671,21.3,1758.5,12,1,6,1,"1","0","0",7,17693,47,20.7,1619.2
"8095","1",19,2,"1",7,1,7,2,"1","1","0",7.2,19213,53,2954,2444,23.2,1653.7,14,3,0,0,"0","0","0",6.8,16769,52,20.2,1358.3
"8096","1",18,5,"1",10,6,11,1,"1","0","0",7.2,18495,44,3409,1964,24.5,1889.5,18,4,8,0,"0","0","0",6.8,16531,40,18,1548.6
"8097","0",8,1,"1",4,12,4,0,"0","0","0",6.4,15153,38,-5228,-6488,16.7,1437,55,2,9,0,"0","0","0",7.8,21641,69,25,1959.8
"8098","1",28,3,"1",9,4,14,0,"0","0","0",7.2,18252,57,2422,656,24.2,1827.4,15,1,4,0,"0","0","0",7,17596,59,22.8,1585.2
"8099","1",16,3,"1",11,10,12,1,"1","0","0",6.6,16569,31,149,-1568,18.3,1828.6,11,4,12,1,"0","1","0",7,18137,53,20.5,1813.7
"8100","0",16,7,"0",7,7,7,1,"1","0","0",6.8,18216,56,-435,-1431,22.4,1635.2,18,4,7,0,"0","0","0",7.2,19647,47,23.3,1678.7
"8101","0",40,3,"0",10,8,10,0,"0","0","0",7.2,18498,44,510,921,19.1,1754.6,14,2,7,1,"1","0","0",7,17577,51,21.7,1703.6
"8102","0",37,4,"0",4,12,5,0,"0","0","0",7,18008,46,-2203,-2676,22.7,1643.3,18,13,13,1,"0","1","0",7.4,20684,55,20.4,1863.6
"8103","1",38,0,"1",2,3,2,0,"0","0","0",7.2,18476,68,-304,-1063,23.2,1541.4,11,1,1,1,"1","0","0",7.4,19539,67,23.7,1571.8
"8104","0",16,2,"0",7,8,12,0,"0","0","0",7,18616,44,648,617,23.4,1773.7,15,4,10,1,"1","0","0",7,17999,51,20.2,1708.9
"8105","0",16,4,"1",8,6,11,1,"1","0","0",7.2,18879,47,1365,1563,22.2,1757,17,1,7,0,"0","0","0",6.8,17316,52,22,1620.5
"8106","0",17,3,"0",7,11,12,0,"0","0","0",7.2,18470,34,-2550,-1700,24.2,1713.1,14,1,7,0,"0","0","1",7.2,20170,37,25.8,1968.1
"8107","0",15,2,"1",8,6,10,1,"0","1","0",6.6,17508,40,1932,168,22.6,1723.7,16,0,3,1,"1","0","0",6.8,17340,48,18.2,1530.5
"8108","1",17,3,"0",9,7,11,0,"0","0","0",7,18465,51,1692,1775,20.6,1781.4,16,0,11,0,"0","0","0",6.8,16690,42,19.6,1612.2
"8109","1",12,3,"0",8,6,9,1,"1","0","0",7.2,19296,60,624,1208,21.4,1673.8,14,0,3,0,"0","0","0",7,18088,33,22.5,1611.4
"8110","1",17,1,"1",11,3,10,0,"0","0","0",7,18652,43,4024,2465,21.3,1809.2,14,1,1,1,"1","0","0",6.2,16187,40,21.2,1406.8
"8111","0",11,2,"0",6,9,7,0,"0","0","0",6.8,17675,44,-1128,-2710,22.3,1652.2,18,2,4,1,"1","0","0",7.4,20385,72,22.4,1765
"8112","1",13,3,"1",9,1,15,1,"1","0","0",6.8,18267,51,4135,1375,24.7,1805.3,28,0,2,0,"0","0","0",6.6,16892,59,21.1,1391.8
"8113","0",14,3,"1",10,3,16,0,"0","0","0",7.2,18887,51,4765,3054,23.3,1947.5,17,0,3,1,"1","0","0",6.6,15833,52,20.2,1471
"8114","0",20,4,"1",12,7,11,1,"1","0","0",7.4,19277,50,1581,1899,20.6,1869.3,15,4,11,0,"0","0","0",6.6,17378,44,20.7,1711.2
"8115","1",12,4,"0",5,4,7,1,"1","0","0",7.2,18632,60,1603,1827,22,1648.8,18,3,4,1,"0","1","0",6.6,16805,44,19.7,1488.5
"8116","0",16,2,"1",8,4,8,0,"0","0","0",6.8,18252,56,2236,288,23,1753.1,14,1,2,0,"0","0","0",6.8,17964,48,21.2,1529.5
"8117","1",14,2,"1",3,2,3,0,"0","0","0",6.8,16988,63,1391,214,21.5,1542.2,16,2,3,1,"1","0","0",6.8,16774,36,23.2,1403.1
"8118","0",37,0,"0",3,6,1,0,"0","0","0",7.2,18400,59,-1729,-437,21.4,1527.6,14,3,8,1,"1","0","0",7,18837,52,25,1700.5
"8119","0",16,4,"1",9,5,12,2,"1","1","0",7,17256,54,614,-322,19.6,1739,16,5,7,0,"0","0","0",6.6,17578,48,21.3,1677.6
"8120","0",32,2,"1",10,11,10,0,"0","0","0",6.8,17439,49,-1538,-1233,17.8,1759.3,15,1,15,2,"1","1","0",7,18672,55,20.1,1913.1
"8121","0",33,2,"0",6,10,7,0,"0","0","0",7,18253,49,-2116,-1407,20.3,1582,14,3,11,1,"1","0","0",7.2,19660,44,22.3,1793.6
